"","t","x","y"
"1",1,0.59966488275677,605.661531584337
"2",2,-0.638818088918924,6.38818088918924
"3",3,0.18787398468703,-1.8787398468703
"4",4,-0.595495688728988,5.95495688728988
"5",5,0.458063613623381,-4.58063613623381
"6",6,-0.824575903359801,8.24575903359801
"7",7,-0.864182237535715,8.64182237535715
"8",8,0.191186774522066,-1.91186774522066
"9",9,-0.351554374676198,3.51554374676198
"10",10,-0.450101400259882,4.50101400259882
"11",11,0.568136279471219,-5.68136279471219
"12",12,-0.816349828150123,8.16349828150123
"13",13,-0.722422413062304,7.22422413062304
"14",14,-0.568727574776858,5.68727574776858
"15",15,-0.804576898459345,8.04576898459345
"16",16,-0.253499304875731,2.53499304875731
"17",17,-0.15874046087265,1.5874046087265
"18",18,0.291681266855448,-2.91681266855448
"19",19,0.818639739882201,-8.18639739882201
"20",20,0.514400301501155,-5.14400301501155
"21",21,0.493609914556146,-4.93609914556146
"22",22,0.449396281503141,-4.49396281503141
"23",23,0.05722785461694,-0.5722785461694
"24",24,-0.574752099812031,5.74752099812031
"25",25,0.90595444617793,-9.0595444617793
"26",26,-0.0246719792485237,0.246719792485237
"27",27,-0.835608702618629,8.35608702618629
"28",28,-0.398281317669898,3.98281317669898
"29",29,0.940231077373028,-9.40231077373028
"30",30,-0.777454382739961,7.77454382739961
"31",31,0.773476204834878,-7.73476204834878
"32",32,0.920316169038415,-9.20316169038415
"33",33,-0.406089366879314,4.06089366879314
"34",34,0.579852372407913,-5.79852372407913
"35",35,0.725421987939626,-7.25421987939626
"36",36,-0.19517338834703,1.9517338834703
"37",37,0.601154190022498,-6.01154190022498
"38",38,0.962559462990612,-9.62559462990612
"39",39,0.318520502652973,-3.18520502652973
"40",40,0.897772460244596,-8.97772460244596
"41",41,0.181591405533254,-1.81591405533254
"42",42,0.825984361581504,-8.25984361581504
"43",43,0.556899611372501,-5.56899611372501
"44",44,-0.727993713226169,7.27993713226169
"45",45,-0.68024750193581,6.8024750193581
"46",46,0.638447608333081,-6.38447608333081
"47",47,0.535597609356046,-5.35597609356046
"48",48,0.357370062731206,-3.57370062731206
"49",49,-0.527065084315836,5.27065084315836
"50",50,-0.48297445429489,4.8297445429489
"51",51,-0.586228679865599,5.86228679865599
"52",52,-0.848358517047018,8.48358517047018
"53",53,-0.561959581915289,5.61959581915289
"54",54,-0.76694113900885,7.6694113900885
"55",55,-0.723136745393276,7.23136745393276
"56",56,-0.956273960880935,9.56273960880935
"57",57,0.699073453433812,-6.99073453433812
"58",58,0.428427458740771,-4.28427458740771
"59",59,0.251573827117682,-2.51573827117682
"60",60,0.0717789730988443,-0.717789730988443
"61",61,0.987510913517326,-9.87510913517326
"62",62,-0.616439000703394,6.16439000703394
"63",63,0.944228509441018,-9.44228509441018
"64",64,0.668725728522986,-6.68725728522986
"65",65,0.141502630896866,-1.41502630896866
"66",66,0.536151492036879,-5.36151492036879
"67",67,-0.352307031396776,3.52307031396776
"68",68,0.183072308078408,-1.83072308078408
"69",69,-0.954174697864801,9.54174697864801
"70",70,-0.952315229456872,9.52315229456872
"71",71,-0.7468824503012,7.468824503012
"72",72,0.223780140746385,-2.23780140746385
"73",73,0.0108444592915475,-0.108444592915475
"74",74,-0.221078949514776,2.21078949514776
"75",75,0.344822867307812,-3.44822867307812
"76",76,0.38496699789539,-3.8496699789539
"77",77,-0.220226509962231,2.20226509962231
"78",78,-0.146120546851307,1.46120546851307
"79",79,-0.88998997118324,8.8998997118324
"80",80,-0.275561346672475,2.75561346672475
"81",81,0.751031226944178,-7.51031226944178
"82",82,-0.537063942290843,5.37063942290843
"83",83,0.918356716632843,-9.18356716632843
"84",84,-0.849076263606548,8.49076263606548
"85",85,0.638073884882033,-6.38073884882033
"86",86,-0.0708114053122699,0.708114053122699
"87",87,-0.235440616030246,2.35440616030246
"88",88,-0.312857091892511,3.12857091892511
"89",89,0.446034122258425,-4.46034122258425
"90",90,-0.27091747848317,2.7091747848317
"91",91,-0.114961745683104,1.14961745683104
"92",92,0.636418112087995,-6.36418112087995
"93",93,-0.0118297468870878,0.118297468870878
"94",94,-0.541454290039837,5.41454290039837
"95",95,-0.331783366389573,3.31783366389573
"96",96,-0.18328506918624,1.8328506918624
"97",97,0.632939257193357,-6.32939257193357
"98",98,-0.293191169388592,2.93191169388592
"99",99,0.682769543956965,-6.82769543956965
"100",100,0.728939563501626,-7.28939563501626
"101",101,0.86858642147854,-8.6858642147854
"102",102,0.798642607405782,806.62903347984
"103",103,-0.323618479538709,3.23618479538709
"104",104,0.444629660341889,-4.44629660341889
"105",105,0.383006124291569,-3.83006124291569
"106",106,-0.517784734722227,5.17784734722227
"107",107,0.595890451688319,-5.95890451688319
"108",108,-0.857643875293434,8.57643875293434
"109",109,-0.402465763501823,4.02465763501823
"110",110,0.424883016850799,-4.24883016850799
"111",111,-0.644057442434132,6.44057442434132
"112",112,0.88289733370766,-8.8289733370766
"113",113,-0.490278503391892,4.90278503391892
"114",114,-0.804689724463969,8.04689724463969
"115",115,0.391180810052902,-3.91180810052902
"116",116,-0.293559049721807,2.93559049721807
"117",117,-0.941958721727133,9.41958721727133
"118",118,-0.976533545181155,9.76533545181155
"119",119,-0.252995098009706,2.52995098009706
"120",120,0.139838079921901,-1.39838079921901
"121",121,0.387768570333719,-3.87768570333719
"122",122,-0.336309636943042,3.36309636943042
"123",123,-0.819662967231125,8.19662967231125
"124",124,-0.561806088779122,5.61806088779122
"125",125,-0.753123276866972,7.53123276866972
"126",126,0.0376390940509737,-0.376390940509737
"127",127,-0.946576192043722,9.46576192043722
"128",128,0.616594330407679,-6.16594330407679
"129",129,0.812263319734484,-8.12263319734484
"130",130,0.877708635758609,-8.77708635758609
"131",131,0.809153895359486,-8.09153895359486
"132",132,0.53061405569315,-5.3061405569315
"133",133,-0.863810773938894,8.63810773938894
"134",134,0.277953982818872,-2.77953982818872
"135",135,0.399393165949732,-3.99393165949732
"136",136,0.807471718639135,-8.07471718639135
"137",137,-0.303916568867862,3.03916568867862
"138",138,0.30518893757835,-3.0518893757835
"139",139,0.596017533447593,-5.96017533447593
"140",140,0.864504624623805,-8.64504624623805
"141",141,-0.366108507383615,3.66108507383615
"142",142,-0.837929968722165,8.37929968722165
"143",143,0.0410391371697187,-0.410391371697187
"144",144,0.990597340743989,-9.90597340743989
"145",145,0.96156948665157,-9.6156948665157
"146",146,-0.590978072490543,5.90978072490543
"147",147,0.540930190123618,-5.40930190123618
"148",148,-0.93752945587039,9.3752945587039
"149",149,-0.951725356746465,9.51725356746465
"150",150,0.325599742587656,-3.25599742587656
"151",151,-0.708092241548002,7.08092241548002
"152",152,0.501236177049577,-5.01236177049577
"153",153,0.632113211788237,-6.32113211788237
"154",154,-0.127697058022022,1.27697058022022
"155",155,0.753676685504615,-7.53676685504615
"156",156,0.855629104655236,-8.55629104655236
"157",157,-0.212356119882315,2.12356119882315
"158",158,-0.0559263313189149,0.559263313189149
"159",159,0.931815537624061,-9.31815537624061
"160",160,0.994904883671552,-9.94904883671552
"161",161,-0.757271932438016,7.57271932438016
"162",162,-0.805174268316478,8.05174268316478
"163",163,0.0440462385304272,-0.440462385304272
"164",164,0.123138571623713,-1.23138571623713
"165",165,-0.577182587236166,5.77182587236166
"166",166,-0.678304386325181,6.78304386325181
"167",167,-0.134042075835168,1.34042075835168
"168",168,-0.62210996914655,6.2210996914655
"169",169,0.508002572692931,-5.08002572692931
"170",170,-0.0719706816598773,0.719706816598773
"171",171,0.736077342182398,-7.36077342182398
"172",172,0.810159734915942,-8.10159734915942
"173",173,-0.494825107045472,4.94825107045472
"174",174,-0.570971375796944,5.70971375796944
"175",175,-0.165428394917399,1.65428394917399
"176",176,-0.755709343589842,7.55709343589842
"177",177,0.820685071870685,-8.20685071870685
"178",178,0.50231566419825,-5.0231566419825
"179",179,0.979989490006119,-9.79989490006119
"180",180,-0.158857357222587,1.58857357222587
"181",181,0.741766083519906,-7.41766083519906
"182",182,-0.904740037862211,9.04740037862211
"183",183,-0.132291801739484,1.32291801739484
"184",184,-0.792687995359302,7.92687995359302
"185",185,-0.62348207924515,6.2348207924515
"186",186,0.082058812957257,-0.82058812957257
"187",187,-0.683354398235679,6.83354398235679
"188",188,-0.0131285497918725,0.131285497918725
"189",189,0.301023991312832,-3.01023991312832
