"","t","x","choice","y"
"1",1,0.59966488275677,0.822609913768247,-5.9966488275677
"2",2,-0.638818088918924,0.123727677855641,6.38818088918924
"3",3,0.18787398468703,0.500723029719666,-1.8787398468703
"4",4,-0.595495688728988,0.130511408904567,5.95495688728988
"5",5,0.458063613623381,0.0568016159813851,-4.58063613623381
"6",6,-0.824575903359801,0.0589696941897273,8.24575903359801
"7",7,-0.864182237535715,0.652672826778144,8.64182237535715
"8",8,0.191186774522066,0.525289620272815,-1.91186774522066
"9",9,-0.351554374676198,0.0868074153549969,3.51554374676198
"10",10,-0.450101400259882,0.984193081734702,4.50101400259882
"11",11,0.568136279471219,0.0826071766205132,-5.68136279471219
"12",12,-0.816349828150123,0.2976199015975,8.16349828150123
"13",13,-0.722422413062304,0.877993359928951,7.22422413062304
"14",14,-0.568727574776858,0.568689441075549,5.68727574776858
"15",15,-0.804576898459345,0.388748990604654,8.04576898459345
"16",16,-0.253499304875731,0.646470326930285,2.53499304875731
"17",17,-0.15874046087265,0.0301423710770905,1.5874046087265
"18",18,0.291681266855448,0.519072966650128,-2.91681266855448
"19",19,0.818639739882201,0.775986892869696,-8.18639739882201
"20",20,0.514400301501155,0.378322810865939,-5.14400301501155
"21",21,0.493609914556146,0.90759992483072,-4.93609914556146
"22",22,0.449396281503141,0.398260398302227,-4.49396281503141
"23",23,0.05722785461694,0.961946913739666,-0.5722785461694
"24",24,-0.574752099812031,0.0117522329092026,5.74752099812031
"25",25,0.90595444617793,0.511204584036022,-9.0595444617793
"26",26,-0.0246719792485237,0.893172815442085,0.246719792485237
"27",27,-0.835608702618629,0.223294308409095,8.35608702618629
"28",28,-0.398281317669898,0.111641245894134,3.98281317669898
"29",29,0.940231077373028,0.146745914127678,-9.40231077373028
"30",30,-0.777454382739961,0.627639900194481,7.77454382739961
"31",31,0.773476204834878,0.275409183930606,-7.73476204834878
"32",32,0.920316169038415,0.776785537134856,-9.20316169038415
"33",33,-0.406089366879314,0.481593842152506,4.06089366879314
"34",34,0.579852372407913,0.102976837195456,-5.79852372407913
"35",35,0.725421987939626,0.41113953338936,-7.25421987939626
"36",36,-0.19517338834703,0.944309794111177,1.9517338834703
"37",37,0.601154190022498,0.238654666114599,-6.01154190022498
"38",38,0.962559462990612,0.554723134497181,-9.62559462990612
"39",39,0.318520502652973,0.84053257945925,-3.18520502652973
"40",40,0.897772460244596,0.502704228973016,-8.97772460244596
"41",41,0.181591405533254,0.219245800515637,-1.81591405533254
"42",42,0.825984361581504,0.627147918567061,-8.25984361581504
"43",43,0.556899611372501,0.287127425195649,-5.56899611372501
"44",44,-0.727993713226169,0.730829674284905,7.27993713226169
"45",45,-0.68024750193581,0.602484481642023,6.8024750193581
"46",46,0.638447608333081,0.71114059118554,-6.38447608333081
"47",47,0.535597609356046,0.720789033453912,-5.35597609356046
"48",48,0.357370062731206,0.610831653932109,-3.57370062731206
"49",49,-0.527065084315836,0.892431264277548,5.27065084315836
"50",50,-0.48297445429489,0.416090570157394,4.8297445429489
"51",51,-0.586228679865599,0.598239260260016,5.86228679865599
"52",52,-0.848358517047018,0.96614222927019,8.48358517047018
"53",53,-0.561959581915289,0.263198264408857,5.61959581915289
"54",54,-0.76694113900885,0.490661812247708,7.6694113900885
"55",55,-0.723136745393276,0.135011918842793,7.23136745393276
"56",56,-0.956273960880935,0.80620916816406,9.56273960880935
"57",57,0.699073453433812,0.850530476076528,-6.99073453433812
"58",58,0.428427458740771,0.754844510927796,-4.28427458740771
"59",59,0.251573827117682,0.26804911531508,-2.51573827117682
"60",60,0.0717789730988443,0.208399225724861,-0.717789730988443
"61",61,0.987510913517326,0.273531980346888,-9.87510913517326
"62",62,-0.616439000703394,0.878588633378968,6.16439000703394
"63",63,0.944228509441018,0.226416758261621,-9.44228509441018
"64",64,0.668725728522986,0.871371071320027,-6.68725728522986
"65",65,0.141502630896866,0.29153703013435,-1.41502630896866
"66",66,0.536151492036879,0.938328004674986,-5.36151492036879
"67",67,-0.352307031396776,0.560375960310921,3.52307031396776
"68",68,0.183072308078408,0.722443671897054,-1.83072308078408
"69",69,-0.954174697864801,0.501783785410225,9.54174697864801
"70",70,-0.952315229456872,0.894220325630158,9.52315229456872
"71",71,-0.7468824503012,0.0600180386099964,7.468824503012
"72",72,0.223780140746385,0.99072618689388,-2.23780140746385
"73",73,0.0108444592915475,0.0828464159276336,-0.108444592915475
"74",74,-0.221078949514776,0.672204735223204,2.21078949514776
"75",75,0.344822867307812,0.99453467479907,-3.44822867307812
"76",76,0.38496699789539,0.125998761272058,-3.8496699789539
"77",77,-0.220226509962231,0.0230041572358459,2.20226509962231
"78",78,-0.146120546851307,0.470793441636488,1.46120546851307
"79",79,-0.88998997118324,0.343065321911126,8.8998997118324
"80",80,-0.275561346672475,0.0344974561594427,2.75561346672475
"81",81,0.751031226944178,0.585273978067562,-7.51031226944178
"82",82,-0.537063942290843,0.315963077591732,5.37063942290843
"83",83,0.918356716632843,0.99249946558848,-9.18356716632843
"84",84,-0.849076263606548,0.809343698900193,8.49076263606548
"85",85,0.638073884882033,0.48036299017258,-6.38073884882033
"86",86,-0.0708114053122699,0.60620232950896,0.708114053122699
"87",87,-0.235440616030246,0.529203782323748,2.35440616030246
"88",88,-0.312857091892511,0.650431179441512,3.12857091892511
"89",89,0.446034122258425,0.512252173619345,-4.46034122258425
"90",90,-0.27091747848317,0.181889686267823,2.7091747848317
"91",91,-0.114961745683104,0.0988021455705166,1.14961745683104
"92",92,0.636418112087995,0.080217040842399,-6.36418112087995
"93",93,-0.0118297468870878,0.726936551742256,0.118297468870878
"94",94,-0.541454290039837,0.730873916530982,5.41454290039837
"95",95,-0.331783366389573,0.553613046184182,3.31783366389573
"96",96,-0.18328506918624,0.642809927929193,1.8328506918624
"97",97,0.632939257193357,0.609743433305994,-6.32939257193357
"98",98,-0.293191169388592,0.275506186299026,2.93191169388592
"99",99,0.682769543956965,0.83429672033526,-6.82769543956965
"100",100,0.728939563501626,0.185223213629797,-7.28939563501626
"101",101,0.86858642147854,0.0307286558672786,-8.6858642147854
"102",102,0.798642607405782,0.533561458811164,-7.98642607405782
"103",103,-0.323618479538709,0.877249565441161,3.23618479538709
"104",104,0.444629660341889,0.963704206515104,-4.44629660341889
"105",105,0.383006124291569,0.819017456611618,-3.83006124291569
"106",106,-0.517784734722227,0.404992533614859,5.17784734722227
"107",107,0.595890451688319,0.000139608979225159,601.849356205203
"108",108,-0.857643875293434,0.973933503497392,8.57643875293434
"109",109,-0.402465763501823,0.119357051793486,4.02465763501823
"110",110,0.424883016850799,0.978696958860382,-4.24883016850799
"111",111,-0.644057442434132,0.385749651119113,6.44057442434132
"112",112,0.88289733370766,0.00102971168234944,891.726307044737
"113",113,-0.490278503391892,0.203243377851322,4.90278503391892
"114",114,-0.804689724463969,0.465350102866068,8.04689724463969
"115",115,0.391180810052902,0.578498848481104,-3.91180810052902
"116",116,-0.293559049721807,0.0675952224992216,2.93559049721807
"117",117,-0.941958721727133,0.0782915013842285,9.41958721727133
"118",118,-0.976533545181155,0.964274727273732,9.76533545181155
"119",119,-0.252995098009706,0.0990430887322873,2.52995098009706
"120",120,0.139838079921901,0.341160175856203,-1.39838079921901
"121",121,0.387768570333719,0.533854607958347,-3.87768570333719
"122",122,-0.336309636943042,0.0980872886721045,3.36309636943042
"123",123,-0.819662967231125,0.532878874335438,8.19662967231125
"124",124,-0.561806088779122,0.163104849169031,5.61806088779122
"125",125,-0.753123276866972,0.489517973503098,7.53123276866972
"126",126,0.0376390940509737,0.19314891542308,-0.376390940509737
"127",127,-0.946576192043722,0.335029752925038,9.46576192043722
"128",128,0.616594330407679,0.84523739432916,-6.16594330407679
"129",129,0.812263319734484,0.474046119255945,-8.12263319734484
"130",130,0.877708635758609,0.60801591235213,-8.77708635758609
"131",131,0.809153895359486,0.781636320753023,-8.09153895359486
"132",132,0.53061405569315,0.742850307142362,-5.3061405569315
"133",133,-0.863810773938894,0.177359894616529,8.63810773938894
"134",134,0.277953982818872,0.127105200430378,-2.77953982818872
"135",135,0.399393165949732,0.897486601490527,-3.99393165949732
"136",136,0.807471718639135,0.960428240709007,-8.07471718639135
"137",137,-0.303916568867862,0.79538564151153,3.03916568867862
"138",138,0.30518893757835,0.368860691320151,-3.0518893757835
"139",139,0.596017533447593,0.924364933744073,-5.96017533447593
"140",140,0.864504624623805,0.314957523485646,-8.64504624623805
"141",141,-0.366108507383615,0.171331287827343,3.66108507383615
"142",142,-0.837929968722165,0.92154936096631,8.37929968722165
"143",143,0.0410391371697187,0.661308126524091,-0.410391371697187
"144",144,0.990597340743989,0.657026576343924,-9.90597340743989
"145",145,0.96156948665157,0.950159338768572,-9.6156948665157
"146",146,-0.590978072490543,0.224642146844417,5.90978072490543
"147",147,0.540930190123618,0.746326516848058,-5.40930190123618
"148",148,-0.93752945587039,0.753478040453047,9.3752945587039
"149",149,-0.951725356746465,0.208925896091387,9.51725356746465
"150",150,0.325599742587656,0.292920695617795,-3.25599742587656
"151",151,-0.708092241548002,0.708172241924331,7.08092241548002
"152",152,0.501236177049577,0.801720676710829,-5.01236177049577
"153",153,0.632113211788237,0.178702039411291,-6.32113211788237
"154",154,-0.127697058022022,0.199906564783305,1.27697058022022
"155",155,0.753676685504615,0.252130009466782,-7.53676685504615
"156",156,0.855629104655236,0.23187178070657,-8.55629104655236
"157",157,-0.212356119882315,0.585416356334463,2.12356119882315
"158",158,-0.0559263313189149,0.767103180522099,0.559263313189149
"159",159,0.931815537624061,0.440686714602634,-9.31815537624061
"160",160,0.994904883671552,0.494554531760514,-9.94904883671552
"161",161,-0.757271932438016,0.326378321973607,7.57271932438016
"162",162,-0.805174268316478,0.813938948325813,8.05174268316478
"163",163,0.0440462385304272,0.720237982692197,-0.440462385304272
"164",164,0.123138571623713,0.859803936444223,-1.23138571623713
"165",165,-0.577182587236166,0.66182768996805,5.77182587236166
"166",166,-0.678304386325181,0.0230129773262888,6.78304386325181
"167",167,-0.134042075835168,0.927980340551585,1.34042075835168
"168",168,-0.62210996914655,0.846107358345762,6.2210996914655
"169",169,0.508002572692931,0.885410157265142,-5.08002572692931
"170",170,-0.0719706816598773,0.5152649495285,0.719706816598773
"171",171,0.736077342182398,0.78849082859233,-7.36077342182398
"172",172,0.810159734915942,0.525015263119712,-8.10159734915942
"173",173,-0.494825107045472,0.722262233961374,4.94825107045472
"174",174,-0.570971375796944,0.220599448308349,5.70971375796944
"175",175,-0.165428394917399,0.498427256708965,1.65428394917399
"176",176,-0.755709343589842,0.514363223221153,7.55709343589842
"177",177,0.820685071870685,0.693703119410202,-8.20685071870685
"178",178,0.50231566419825,0.780624829931185,-5.0231566419825
"179",179,0.979989490006119,0.403147268574685,-9.79989490006119
"180",180,-0.158857357222587,0.538957585347816,1.58857357222587
"181",181,0.741766083519906,0.685737638967112,-7.41766083519906
"182",182,-0.904740037862211,0.57149738445878,9.04740037862211
"183",183,-0.132291801739484,0.894812896149233,1.32291801739484
"184",184,-0.792687995359302,0.707563887117431,7.92687995359302
"185",185,-0.62348207924515,0.528984898235649,6.2348207924515
"186",186,0.082058812957257,0.3839518094901,-0.82058812957257
"187",187,-0.683354398235679,0.876157911960036,6.83354398235679
"188",188,-0.0131285497918725,0.0239903102628887,0.131285497918725
"189",189,0.301023991312832,0.732359491987154,-3.01023991312832
"190",190,-0.52007927140221,0.929522450082004,5.2007927140221
"191",191,0.651636199094355,0.523380617843941,-6.51636199094355
"192",192,0.54938198113814,0.856254052603617,-5.4938198113814
"193",193,-0.764152265619487,0.393282170640305,7.64152265619487
"194",194,0.891121903900057,0.424408003920689,-8.91121903900057
"195",195,0.595167859923095,0.207440578378737,-5.95167859923095
"196",196,-0.379264754708856,0.514042492490262,3.79264754708856
"197",197,-0.757184917572886,0.895739038474858,7.57184917572886
"198",198,-0.981189952697605,0.669385961489752,9.81189952697605
"199",199,0.996325763408095,0.551817324943841,-9.96325763408095
"200",200,0.353231600020081,0.618589231278747,-3.53231600020081
"201",201,0.309662875253707,0.255787869682536,-3.09662875253707
"202",202,0.0735212024301291,0.776281986851245,-0.735212024301291
"203",203,-0.708246917463839,0.403423669049516,7.08246917463839
"204",204,-0.828816659282893,0.997455728007481,8.28816659282893
"205",205,-0.103303600568324,0.694321407703683,1.03303600568324
"206",206,-0.346883016172796,0.962429652689025,3.46883016172796
"207",207,-0.0568068195134401,0.637191765708849,0.568068195134401
"208",208,-0.127904307097197,0.668003895552829,1.27904307097197
"209",209,0.522845235653222,0.35066216182895,-5.22845235653222
"210",210,0.436356206890196,0.967448126757517,-4.36356206890196
"211",211,-0.841355229262263,0.470619284082204,8.41355229262263
"212",212,0.0594361401163042,0.974483620608225,-0.594361401163042
"213",213,0.0696864705532789,0.599892114754766,-0.696864705532789
"214",214,0.658105054870248,0.407198570435867,-6.58105054870248
"215",215,-0.365135584026575,0.613311304710805,3.65135584026575
"216",216,0.089916133787483,0.320296264020726,-0.89916133787483
"217",217,0.846723162569106,0.523725027684122,-8.46723162569106
"218",218,0.410428622271866,0.894881146494299,-4.10428622271866
"219",219,0.515932070091367,0.504063229309395,-5.15932070091367
"220",220,0.517373797483742,0.0187937458977103,-5.17373797483742
"221",221,-0.570427346974611,0.906463512452319,5.70427346974611
"222",222,0.734783920459449,0.930387650616467,-7.34783920459449
"223",223,-0.744910812471062,0.0950309429317713,7.44910812471062
"224",224,-0.112272312864661,0.5182688862551,1.12272312864661
"225",225,0.295039935503155,0.311365218600258,-2.95039935503155
"226",226,-0.469717961270362,0.290363568812609,4.69717961270362
